tree,height_m,file,bad,threshold,area_mm2,branch
8430,0.3,23890.tif,0,11,0.0,0
8430,0.3,23890.tif,0,13,0.0,0
8430,0.3,23890.tif,0,15,0.0,0
8430,1.4,23892.tif,0,5,0.0,0
8430,1.4,23892.tif,0,7,0.0,0
8430,1.4,23892.tif,0,9,0.0,0
8430,1.4,23892.tif,0,10,0.0,0
8430,1.4,23892.tif,0,11,0.0,0
8430,1.4,23892.tif,0,13,0.0,0
8430,1.4,23892.tif,0,15,0.0,0
8430,2.3,23894.tif,0,5,0.0,0
8430,2.3,23894.tif,0,7,0.0,0
8430,2.3,23894.tif,0,9,0.0,0
8430,2.3,23894.tif,0,10,0.0,0
8430,2.3,23894.tif,0,11,0.0,0
8430,2.3,23894.tif,0,13,0.0,0
8430,2.3,23894.tif,0,15,0.0,0
8627,1.4,23865.tif,0,5,3.8,0
8627,1.4,23865.tif,0,7,12.9,0
8627,1.4,23865.tif,0,9,14.1,0
8627,1.4,23865.tif,0,10,15.1,0
8627,1.4,23865.tif,0,11,16.1,0
8627,1.4,23865.tif,0,13,30.7,0
8627,1.4,23865.tif,0,15,33.4,0
8627,3.4,23867.tif,0,5,0.8,0
8627,3.4,23867.tif,0,7,4.2,0
8627,3.4,23867.tif,0,9,15.2,0
8627,3.4,23867.tif,0,10,19.4,0
8627,3.4,23867.tif,0,11,45.3,0
8627,3.4,23867.tif,0,13,88.4,0
8627,3.4,23867.tif,0,15,108.7,0
8627,4.4,23869.tif,0,5,5.8,0
8627,4.4,23869.tif,0,7,34.4,0
8627,4.4,23869.tif,0,9,107.6,0
8627,4.4,23869.tif,0,10,127.7,0
8627,4.4,23869.tif,0,11,149.6,0
8627,4.4,23869.tif,0,13,215.2,0
8627,4.4,23869.tif,0,15,274.8,0
8627,5.4,23871.tif,0,5,8.7,0
8627,5.4,23871.tif,0,7,37.4,0
8627,5.4,23871.tif,0,9,156.2,0
8627,5.4,23871.tif,0,10,165.4,0
8627,5.4,23871.tif,0,11,174.4,0
8627,5.4,23871.tif,0,13,188.6,0
8627,5.4,23871.tif,0,15,203.5,0
8714,1.4,23825.tif,0,5,0.0,0
8714,1.4,23825.tif,0,7,0.0,0
8714,1.4,23825.tif,0,9,0.0,0
8714,1.4,23825.tif,0,10,1.4,0
8714,1.4,23825.tif,0,11,1.9,0
8714,1.4,23825.tif,0,13,3.8,0
8714,1.4,23825.tif,0,15,5.4,0
8714,2.0,23827.tif,0,5,6.2,0
8714,2.0,23827.tif,0,7,45.0,0
8714,2.0,23827.tif,0,9,102.9,0
8714,2.0,23827.tif,0,10,158.4,0
8714,2.0,23827.tif,0,11,166.6,0
8714,2.0,23827.tif,0,13,206.8,0
8714,2.0,23827.tif,0,15,426.1,0
8714,3.0,23829.tif,0,5,14.8,0
8714,3.0,23829.tif,0,7,34.2,0
8714,3.0,23829.tif,0,9,181.2,0
8714,3.0,23829.tif,0,10,263.4,0
8714,3.0,23829.tif,0,11,295.6,0
8714,3.0,23829.tif,0,13,335.2,0
8714,3.0,23829.tif,0,15,363.2,0
8714,4.0,23831.tif,0,5,1.3,0
8714,4.0,23831.tif,0,7,2.6,0
8714,4.0,23831.tif,0,9,5.3,0
8714,4.0,23831.tif,0,10,7.8,0
8714,4.0,23831.tif,0,11,13.7,0
8714,4.0,23831.tif,0,13,29.6,0
8714,4.0,23831.tif,0,15,61.8,0
prune,1.4,23851.tif,0,5,0.0,0
prune,1.4,23851.tif,0,7,0.0,0
prune,1.4,23851.tif,0,9,0.0,0
prune,1.4,23851.tif,0,10,0.0,0
prune,1.4,23851.tif,0,11,0.8,0
prune,1.4,23851.tif,0,13,2.6,0
prune,1.4,23851.tif,0,15,3.4,0
prune,2.5,23853.tif,1,5,0.0,0
prune,2.5,23853.tif,1,7,0.0,0
prune,2.5,23853.tif,1,9,0.0,0
prune,2.5,23853.tif,1,10,0.0,0
prune,2.5,23853.tif,1,11,0.0,0
prune,2.5,23853.tif,1,13,0.0,0
prune,2.5,23853.tif,1,15,0.0,0
prune,3.5,23855.tif,0,5,0.0,0
prune,3.5,23855.tif,0,7,0.0,0
prune,3.5,23855.tif,0,9,0.0,0
prune,3.5,23855.tif,0,10,0.0,0
prune,3.5,23855.tif,0,11,0.8,0
prune,3.5,23855.tif,0,13,1.1,0
prune,3.5,23855.tif,0,15,1.7,0
prune,4.5,23857.tif,0,5,5.7,0
prune,4.5,23857.tif,0,7,10.4,0
prune,4.5,23857.tif,0,9,25.5,0
prune,4.5,23857.tif,0,10,28.1,0
prune,4.5,23857.tif,0,11,45.8,0
prune,4.5,23857.tif,0,13,58.2,0
prune,4.5,23857.tif,0,15,68.7,0
prune,5.5,23859.tif,0,5,8.7,0
prune,5.5,23859.tif,0,7,41.0,0
prune,5.5,23859.tif,0,9,102.5,0
prune,5.5,23859.tif,0,10,112.4,0
prune,5.5,23859.tif,0,11,130.4,0
prune,5.5,23859.tif,0,13,137.6,0
prune,5.5,23859.tif,0,15,145.2,0
prune,6.5,23861.tif,0,5,7.4,0
prune,6.5,23861.tif,0,7,24.4,0
prune,6.5,23861.tif,0,9,40.4,0
prune,6.5,23861.tif,0,10,65.2,0
prune,6.5,23861.tif,0,11,70.1,0
prune,6.5,23861.tif,0,13,154.6,0
prune,6.5,23861.tif,0,15,174.0,0
prune,7.5,23863.tif,0,5,0.0,0
prune,7.5,23863.tif,0,7,2.3,0
prune,7.5,23863.tif,0,9,9.8,0
prune,7.5,23863.tif,0,10,13.4,0
prune,7.5,23863.tif,0,11,22.1,0
prune,7.5,23863.tif,0,13,33.9,0
prune,7.5,23863.tif,0,15,37.6,0
